#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore	evalue
GPALN_008267-T1	GLOROS_012372	327	279	82	96	269	94.052	520	0.00e+00
GPALN_007645-T1	GLOROS_009776	501	318	64	99	326	90.184	606	0.00e+00
GPALN_009633-T1	GLOROS_005376	2579	2015	78	99	2051	89.712	3258	0.00e+00
GPALN_000440-T1	GLOROS_002376	532	296	54	97	289	97.232	569	0.00e+00
GPALN_002832-T1	GLOROS_006685	73	73	100	100	73	93.151	142	5.23e-47
GPALN_001588-T1	GLOROS_004816	348	347	100	100	348	93.966	639	0.00e+00
GPALN_005455-T1	GLOROS_007292	1131	1142	100	100	1179	84.139	1976	0.00e+00
GPALN_011337-T1	GLOROS_001201	198	200	91	92	183	95.628	332	2.60e-118
GPALN_014706-T1	GLOROS_014675	328	314	74	67	244	81.967	249	8.43e-82
GPALN_008622-T1	GLOROS_010444	322	409	98	76	314	94.586	588	0.00e+00
GPALN_003222-T1	GLOROS_009682	650	624	100	100	657	87.519	1012	0.00e+00
GPALN_002132-T1	GLOROS_018351	171	136	74	91	126	74.603	186	8.99e-62
GPALN_002876-T1	GLOROS_006736	534	358	63	95	339	96.460	670	0.00e+00
GPALN_001575-T1	GLOROS_004829	671	758	99	86	669	93.423	1287	0.00e+00
GPALN_011103-T1	GLOROS_008134	380	389	92	86	351	84.615	554	0.00e+00
GPALN_015450-T1	GLOROS_009168	401	327	57	72	230	93.478	392	1.32e-136
GPALN_000635-T1	GLOROS_002603	181	181	100	100	181	94.475	302	6.05e-113
GPALN_003608-T1	GLOROS_007527	251	216	86	100	217	88.018	371	1.66e-132
GPALN_003527-T1	GLOROS_007631	740	728	100	100	746	86.059	1263	0.00e+00
GPALN_013093-T1	GLOROS_012975	637	435	68	100	435	97.241	882	0.00e+00
GPALN_001676-T1	GLOROS_004689	547	548	87	97	534	71.243	669	0.00e+00
GPALN_005473-T1	GLOROS_004268	1405	751	50	93	700	97.429	1430	0.00e+00
GPALN_000644-T1	GLOROS_002614	533	542	100	100	542	94.465	987	0.00e+00
GPALN_005244-T1	GLOROS_007019	94	94	100	100	94	89.362	177	3.15e-60
GPALN_012645-T1	GLOROS_011344	474	333	74	100	351	91.453	664	0.00e+00
GPALN_013116-T1	GLOROS_012954	383	364	100	100	383	94.778	737	0.00e+00
GPALN_016366-T1	GLOROS_000801	214	214	100	100	214	100.000	444	5.88e-162
GPALN_008500-T1	GLOROS_012686	195	194	100	100	195	94.872	357	3.70e-128
GPALN_002136-T1	GLOROS_018352	403	522	93	72	382	73.282	549	0.00e+00
GPALN_007279-T1	GLOROS_000420	367	210	56	98	207	94.203	390	3.80e-138
GPALN_001724-T1	GLOROS_004641	503	345	68	99	341	97.067	685	0.00e+00
GPALN_008688-T1	GLOROS_010547	282	226	73	88	205	86.829	371	9.60e-132
GPALN_010841-T1	GLOROS_011103	351	291	74	89	258	94.574	505	0.00e+00
GPALN_003246-T1	GLOROS_009652	260	259	99	100	259	86.873	462	1.20e-167
GPALN_005684-T1	GLOROS_016832	542	388	64	87	349	89.685	580	0.00e+00
GPALN_011088-T1	GLOROS_008156	414	304	69	94	287	100.000	588	0.00e+00
GPALN_015416-T1	GLOROS_009213	240	241	100	100	241	97.510	474	4.85e-173
GPALN_003637-T1	GLOROS_007489	225	225	100	100	225	96.889	456	1.70e-166
GPALN_000646-T1	GLOROS_002616	343	173	50	99	172	100.000	353	3.08e-124
GPALN_000021-T1	GLOROS_001838	1862	1093	57	98	1077	95.172	2076	0.00e+00
GPALN_011373-T1	GLOROS_001242	1382	1393	100	100	1423	88.053	2434	0.00e+00
GPALN_007366-T1	GLOROS_000538	1348	852	64	99	860	96.395	1730	0.00e+00
GPALN_008785-T1	GLOROS_010670	576	450	75	100	451	90.244	836	0.00e+00
GPALN_015537-T1	GLOROS_009051	193	186	60	62	115	94.783	182	2.56e-59
GPALN_004135-T1	GLOROS_010981	592	572	90	87	531	92.090	969	0.00e+00
GPALN_006304-T1	GLOROS_008531	316	270	89	100	280	89.286	460	5.48e-172
GPALN_000928-T1	GLOROS_002965	144	145	99	99	143	97.203	288	1.65e-102
GPALN_004842-T1	GLOROS_007897	251	187	91	100	229	72.926	293	7.49e-102
GPALN_014697-T1	GLOROS_014669	158	159	79	76	125	86.400	183	1.45e-60
GPALN_004771-T1	GLOROS_015907	529	556	100	97	545	91.376	972	0.00e+00
GPALN_006227-T1	GLOROS_008430	266	277	98	100	279	91.039	511	0.00e+00
GPALN_009377-T1	GLOROS_003813	643	629	100	100	646	89.938	1162	0.00e+00
GPALN_009116-T1	GLOROS_013236	400	390	100	100	401	91.022	666	0.00e+00
GPALN_013915-T1	GLOROS_017405	292	212	53	74	156	93.590	302	2.03e-104
GPALN_009215-T1	GLOROS_003708	113	118	100	96	113	97.345	224	5.03e-78
GPALN_008456-T1	GLOROS_012622	1002	1002	100	100	1012	90.119	1702	0.00e+00
GPALN_015750-T1	GLOROS_003654	401	320	78	87	311	81.672	493	1.52e-176
GPALN_002124-T1	GLOROS_018369	260	280	97	88	253	94.862	484	8.42e-176
GPALN_003630-T1	GLOROS_007500	159	156	100	100	166	81.325	247	1.11e-85
GPALN_008514-T1	GLOROS_012709	286	304	94	88	270	85.185	473	1.68e-170
GPALN_007900-T1	GLOROS_009420	1689	1722	100	99	1734	92.286	3063	0.00e+00
GPALN_013503-T1	GLOROS_004296	375	230	54	88	202	97.525	383	2.37e-143
GPALN_010034-T1	GLOROS_006929	596	527	88	99	524	90.076	964	0.00e+00
GPALN_001042-T1	GLOROS_003133	856	561	67	97	577	88.562	972	0.00e+00
GPALN_009015-T1	GLOROS_013093	277	277	100	100	277	100.000	570	0.00e+00
GPALN_012341-T1	GLOROS_014428	171	81	52	95	89	74.157	114	2.59e-34
GPALN_014584-T1	GLOROS_014512	722	683	100	100	726	78.386	928	0.00e+00
GPALN_013566-T1	GLOROS_004365	444	277	57	92	254	96.850	519	0.00e+00
GPALN_008797-T1	GLOROS_010685	210	226	87	81	183	100.000	376	4.47e-135
GPALN_000290-T1	GLOROS_002187	101	164	97	65	106	88.679	163	1.78e-53
GPALN_003833-T1	GLOROS_013527	292	177	61	100	177	96.045	356	1.72e-126
GPALN_002683-T1	GLOROS_006450	453	454	99	93	452	88.717	808	0.00e+00
GPALN_011765-T1	GLOROS_014249	437	465	99	100	495	72.121	652	0.00e+00
GPALN_011260-T1	GLOROS_001109	128	134	100	96	128	97.656	248	5.42e-87
GPALN_009107-T1	GLOROS_013221	1269	1026	83	100	1051	94.386	2018	0.00e+00
GPALN_005127-T1	GLOROS_013858	712	641	88	100	645	90.233	1209	0.00e+00
GPALN_010228-T1	GLOROS_017795	139	139	100	100	139	91.367	260	1.63e-91
GPALN_003528-T1	GLOROS_007630	882	882	100	100	882	97.619	1774	0.00e+00
GPALN_006450-T1	GLOROS_008735	525	534	84	80	428	89.625	677	0.00e+00
GPALN_013986-T1	GLOROS_015877	326	300	84	100	306	72.222	362	2.13e-140
GPALN_004567-T1	GLOROS_010157	112	112	100	100	112	96.429	225	1.16e-78
GPALN_016219-T1	GLOROS_014473	117	126	65	63	80	78.750	126	4.66e-39
GPALN_009012-T1	GLOROS_013090	698	646	91	100	646	93.034	1066	0.00e+00
GPALN_013580-T1	GLOROS_004379	404	323	83	100	334	92.814	588	0.00e+00
GPALN_004014-T1	GLOROS_010294	521	422	82	96	426	86.854	753	0.00e+00
GPALN_009153-T1	GLOROS_013277	477	616	88	65	412	90.974	772	0.00e+00
GPALN_012525-T1	GLOROS_011513	507	482	97	100	495	95.960	974	0.00e+00
GPALN_000664-T1	GLOROS_002641	177	183	100	100	184	88.043	321	2.86e-114
GPALN_003685-T1	GLOROS_007441	302	302	100	100	302	96.689	599	0.00e+00
GPALN_010290-T1	GLOROS_010052	89	91	96	93	85	84.706	153	1.24e-50
GPALN_002614-T1	GLOROS_006350	306	307	99	99	305	94.098	596	0.00e+00
GPALN_003409-T1	GLOROS_007781	155	154	100	100	155	93.548	275	6.43e-97
GPALN_000377-T1	GLOROS_002307	693	556	82	98	581	80.612	837	0.00e+00
GPALN_009112-T1	GLOROS_013229	121	121	100	100	121	98.347	243	1.97e-85
GPALN_002923-T1	GLOROS_006793	462	448	67	66	308	88.141	460	1.40e-160
GPALN_007516-T1	GLOROS_017442	183	103	54	90	99	79.798	154	1.26e-49
GPALN_003219-T1	GLOROS_009685	682	643	98	98	701	75.464	883	0.00e+00
GPALN_005114-T1	GLOROS_013841	802	787	99	99	799	93.242	1556	0.00e+00
GPALN_001474-T1	GLOROS_004954	500	491	100	100	501	86.427	842	0.00e+00
GPALN_014650-T1	GLOROS_014605	349	349	100	100	349	98.281	700	0.00e+00
GPALN_008911-T1	GLOROS_010848	460	373	81	100	373	95.710	752	0.00e+00
GPALN_008738-T1	GLOROS_010618	222	227	100	100	227	90.749	356	1.00e-126
GPALN_008174-T1	GLOROS_012252	641	426	65	97	415	87.952	700	0.00e+00
GPALN_013774-T1	GLOROS_015215	1426	941	66	79	743	85.248	1319	0.00e+00
GPALN_010030-T1	GLOROS_006924	306	307	100	100	309	91.909	550	0.00e+00
GPALN_012901-T1	GLOROS_000799	787	642	54	67	431	91.879	772	0.00e+00
GPALN_000110-T1	GLOROS_001960	427	424	99	99	422	99.289	870	0.00e+00
GPALN_010294-T1	GLOROS_010060	310	312	100	100	316	91.772	452	7.29e-162
GPALN_005005-T1	GLOROS_013734	546	276	50	98	274	97.445	559	0.00e+00
GPALN_001642-T1	GLOROS_004744	238	232	96	88	211	80.258	345	8.84e-124
GPALN_001340-T1	GLOROS_005105	449	358	57	72	257	89.105	434	2.27e-153
GPALN_000238-T1	GLOROS_002123	1013	782	69	90	715	85.175	1199	0.00e+00
GPALN_002377-T1	GLOROS_006017	765	764	99	99	759	87.615	1395	0.00e+00
GPALN_006473-T1	GLOROS_008762	717	824	98	83	704	90.767	1238	0.00e+00
GPALN_007084-T1	GLOROS_011763	358	358	100	100	358	97.486	724	0.00e+00
GPALN_000544-T1	GLOROS_002504	96	96	100	100	96	100.000	204	1.28e-70
GPALN_008747-T1	GLOROS_010627	279	255	91	100	255	96.078	497	0.00e+00
GPALN_004093-T1	GLOROS_011040	405	235	53	91	214	99.065	451	6.62e-161
GPALN_007085-T1	GLOROS_011764	108	110	100	99	109	75.229	167	6.89e-56
GPALN_009268-T1	GLOROS_003942	1073	658	72	98	770	74.026	1070	0.00e+00
GPALN_005646-T1	GLOROS_004054	379	484	94	71	356	88.202	589	0.00e+00
GPALN_005797-T1	GLOROS_000181	326	297	91	99	296	95.608	350	4.35e-123
GPALN_008582-T1	GLOROS_010386	430	367	68	77	294	81.973	484	1.31e-171
GPALN_014557-T1	GLOROS_014850	418	456	100	92	418	99.282	865	0.00e+00
GPALN_002052-T1	GLOROS_004619	497	461	92	99	458	98.253	930	0.00e+00
GPALN_005280-T1	GLOROS_007058	964	581	59	98	572	98.252	1162	0.00e+00
GPALN_001726-T1	GLOROS_004640	240	238	97	98	233	100.000	486	1.31e-177
GPALN_012733-T1	GLOROS_001012	657	457	70	100	457	99.125	945	0.00e+00
GPALN_012872-T1	GLOROS_000839	665	625	94	100	626	97.444	1278	0.00e+00
GPALN_005259-T1	GLOROS_007039	917	903	100	100	917	95.747	1807	0.00e+00
GPALN_016145-T1	GLOROS_015742	1488	1490	100	100	1522	88.116	2586	0.00e+00
GPALN_006618-T1	GLOROS_016799	153	124	53	65	81	93.827	160	3.58e-52
GPALN_002805-T1	GLOROS_006640	347	433	64	50	243	74.897	348	9.31e-119
GPALN_001667-T1	GLOROS_004708	379	374	99	99	378	96.825	758	0.00e+00
GPALN_011565-T1	GLOROS_001494	564	546	100	100	564	96.631	1083	0.00e+00
GPALN_001155-T1	GLOROS_003318	275	292	100	100	295	84.068	431	1.60e-154
GPALN_002891-T1	GLOROS_006749	316	314	99	99	315	91.429	590	0.00e+00
GPALN_005189-T1	GLOROS_013931	506	505	100	100	506	91.107	951	0.00e+00
GPALN_008828-T1	GLOROS_010720	366	366	100	100	366	96.721	736	0.00e+00
GPALN_005551-T1	GLOROS_004167	539	525	100	100	541	95.009	1023	0.00e+00
GPALN_015823-T1	GLOROS_014748	268	187	61	87	165	88.485	250	6.42e-99
GPALN_001027-T1	GLOROS_003105	764	705	95	100	724	95.028	1410	0.00e+00
GPALN_001883-T1	GLOROS_004421	1507	1348	90	97	1374	87.409	2295	0.00e+00
GPALN_001613-T1	GLOROS_004781	281	270	94	94	265	91.698	437	5.74e-162
GPALN_003648-T1	GLOROS_007479	396	279	62	87	244	96.311	480	5.71e-172
GPALN_011436-T1	GLOROS_001318	522	475	94	99	493	92.495	926	0.00e+00
GPALN_002814-T1	GLOROS_006658	269	147	51	93	136	95.588	270	1.87e-93
GPALN_012002-T1	GLOROS_015564	353	211	59	98	207	96.618	408	1.86e-145
GPALN_003539-T1	GLOROS_007614	531	514	100	100	531	92.279	1005	0.00e+00
GPALN_010298-T1	GLOROS_010063	87	86	100	100	87	78.161	139	1.80e-45
GPALN_012675-T1	GLOROS_011310	136	136	100	100	136	98.529	275	9.06e-98
GPALN_012754-T1	GLOROS_000989	516	291	55	98	284	97.183	584	0.00e+00
GPALN_007384-T1	GLOROS_000554	90	90	100	100	90	96.667	178	1.39e-60
GPALN_007326-T1	GLOROS_000485	706	617	90	100	636	91.038	1059	0.00e+00
GPALN_015479-T1	GLOROS_009130	877	597	66	99	597	92.797	1119	0.00e+00
GPALN_010882-T1	GLOROS_011256	289	307	85	55	182	72.358	234	7.21e-86
GPALN_013125-T1	GLOROS_012942	286	172	60	100	172	95.930	341	1.35e-120
GPALN_008009-T1	GLOROS_009276	717	573	83	98	599	87.980	929	0.00e+00
GPALN_012504-T1	GLOROS_011544	361	370	100	100	383	84.073	453	3.63e-172
GPALN_008242-T1	GLOROS_012341	683	684	100	100	684	98.392	1380	0.00e+00
GPALN_007868-T1	GLOROS_009456	147	158	98	91	144	96.528	286	2.68e-101
GPALN_003143-T1	GLOROS_016019	399	401	82	77	314	86.607	554	0.00e+00
GPALN_014227-T1	GLOROS_009581	333	217	60	92	200	73.000	306	1.22e-105
GPALN_001887-T1	GLOROS_004424	556	491	85	98	482	84.679	780	0.00e+00
GPALN_006152-T1	GLOROS_008331	139	110	76	96	106	100.000	219	7.50e-76
GPALN_013039-T1	GLOROS_000633	215	332	100	72	240	87.917	432	1.63e-155
GPALN_001848-T1	GLOROS_011848	212	204	88	91	186	96.774	369	1.89e-132
GPALN_007221-T1	GLOROS_009530	134	134	100	100	135	88.889	178	3.47e-59
GPALN_008431-T1	GLOROS_012590	370	371	100	100	371	86.523	636	0.00e+00
GPALN_011413-T1	GLOROS_001292	168	148	79	89	133	93.233	255	5.49e-89
GPALN_015462-T1	GLOROS_009149	192	220	100	87	192	94.271	380	4.93e-137
GPALN_013679-T1	GLOROS_015323	612	367	60	100	367	93.733	655	0.00e+00
GPALN_008035-T1	GLOROS_009243	247	213	86	100	213	98.592	434	2.08e-157
GPALN_001601-T1	GLOROS_004803	896	945	100	97	928	93.642	1732	0.00e+00
GPALN_005215-T1	GLOROS_006960	831	534	66	99	549	95.264	1064	0.00e+00
GPALN_009798-T1	GLOROS_017772	74	84	100	88	74	91.892	129	2.00e-41
GPALN_002724-T1	GLOROS_006510	129	129	100	100	129	91.473	248	5.69e-87
GPALN_008989-T1	GLOROS_013059	315	160	51	100	160	96.875	322	8.39e-113
GPALN_001722-T1	GLOROS_004644	447	423	89	93	396	97.980	799	0.00e+00
GPALN_000662-T1	GLOROS_002639	221	221	100	100	221	98.643	455	4.70e-166
GPALN_002522-T1	GLOROS_006220	1014	610	61	99	614	95.114	1218	0.00e+00
GPALN_006321-T1	GLOROS_008549	234	161	69	100	161	100.000	338	1.92e-120
GPALN_003501-T1	GLOROS_007654	364	307	100	100	367	75.477	526	0.00e+00
GPALN_015033-T1	GLOROS_016363	210	196	100	100	210	89.524	389	2.20e-140
GPALN_013252-T1	GLOROS_005516	165	91	55	100	91	98.901	182	4.21e-61
GPALN_003604-T1	GLOROS_007531	815	595	74	100	600	96.667	1194	0.00e+00
GPALN_005522-T1	GLOROS_004204	748	773	99	97	748	91.176	1335	0.00e+00
GPALN_007342-T1	GLOROS_000505	153	153	100	100	153	95.425	291	2.97e-103
GPALN_009048-T1	GLOROS_013143	232	232	100	100	232	96.552	459	1.98e-167
GPALN_005561-T1	GLOROS_004152	226	226	100	100	226	95.575	381	1.20e-136
GPALN_009237-T1	GLOROS_003737	756	605	80	100	605	99.174	1248	0.00e+00
GPALN_013297-T1	GLOROS_005472	182	131	64	89	122	73.770	160	2.03e-51
GPALN_001877-T1	GLOROS_004414	503	490	100	100	503	94.433	970	0.00e+00
GPALN_006363-T1	GLOROS_008622	380	372	98	100	372	95.430	623	0.00e+00
GPALN_009197-T1	GLOROS_013333	1319	1152	87	98	1158	90.069	1910	0.00e+00
GPALN_016067-T1	GLOROS_015633	103	103	100	100	103	97.087	198	2.96e-68
GPALN_002902-T1	GLOROS_006762	116	118	99	97	115	93.043	187	1.60e-63
GPALN_010011-T1	GLOROS_006907	483	397	75	91	362	97.238	733	0.00e+00
GPALN_006481-T1	GLOROS_008785	716	607	68	76	487	88.501	851	0.00e+00
GPALN_003681-T1	GLOROS_007444	236	236	100	100	236	97.881	481	7.45e-176
GPALN_000654-T1	GLOROS_002629	170	170	100	100	170	96.471	344	6.81e-124
GPALN_012738-T1	GLOROS_001008	557	511	80	97	501	83.832	827	0.00e+00
GPALN_012846-T1	GLOROS_000871	230	270	93	93	251	81.673	416	1.45e-149
GPALN_000890-T1	GLOROS_002920	484	344	71	98	345	92.464	646	0.00e+00
GPALN_007615-T1	GLOROS_009812	958	957	100	100	958	98.017	1952	0.00e+00
GPALN_015760-T1	GLOROS_003638	1685	1028	61	100	1037	93.250	1646	0.00e+00
GPALN_013776-T1	GLOROS_015213	1155	1121	100	100	1155	94.892	2232	0.00e+00
GPALN_011276-T1	GLOROS_001126	156	157	100	89	156	87.179	273	2.65e-96
GPALN_001480-T1	GLOROS_004949	1018	994	100	100	1018	96.955	2059	0.00e+00
GPALN_000777-T1	GLOROS_002790	270	274	100	100	274	90.876	434	2.59e-165
GPALN_000361-T1	GLOROS_002284	832	596	64	86	537	88.082	913	0.00e+00
GPALN_005366-T1	GLOROS_007164	953	852	89	97	844	93.365	1552	0.00e+00
GPALN_002735-T1	GLOROS_006524	269	273	97	99	270	94.074	514	0.00e+00
GPALN_001119-T1	GLOROS_003260	243	163	67	96	164	90.854	304	9.11e-107
GPALN_002634-T1	GLOROS_006377	298	179	60	99	178	96.629	350	9.27e-124
GPALN_000124-T1	GLOROS_001995	105	143	100	100	143	72.727	198	1.49e-67
GPALN_011493-T1	GLOROS_001393	668	495	74	99	502	88.048	768	0.00e+00
GPALN_008031-T1	GLOROS_009249	906	549	63	100	568	89.789	1011	0.00e+00
GPALN_003741-T1	GLOROS_007355	219	148	66	98	146	84.247	251	2.39e-86
