#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore	evalue
GPALLIND_000132-T1	GPALN_002603-T1	560	581	91	82	508	94.094	982	0.00e+00
GPALLIND_000133-T1	GPALN_002604-T1	441	442	99	90	438	89.498	786	0.00e+00
GPALLIND_000138-T1	GPALN_002608-T1	1513	1445	90	96	1389	96.400	2769	0.00e+00
GPALLIND_000139-T1	GPALN_002610-T1	339	265	58	71	195	95.897	380	9.91e-134
GPALLIND_000140-T1	GPALN_002613-T1	717	769	100	100	769	92.718	1454	0.00e+00
GPALLIND_000141-T1	GPALN_002614-T1	247	306	94	75	232	94.397	454	1.38e-163
GPALLIND_000143-T1	GPALN_002617-T1	74	72	96	99	71	100.000	148	2.99e-49
GPALLIND_000144-T1	GPALN_002619-T1	803	414	52	99	418	96.172	805	0.00e+00
GPALLIND_000145-T1	GPALN_002620-T1	141	203	71	71	100	73.103	182	8.60e-60
GPALLIND_000146-T1	GPALN_002621-T1	223	223	100	100	223	100.000	470	1.04e-171
GPALLIND_000147-T1	GPALN_002622-T1	135	135	100	100	135	100.000	271	7.14e-96
GPALLIND_000149-T1	GPALN_002623-T1	1273	1579	99	81	1311	89.482	2201	0.00e+00
GPALLIND_000153-T1	GPALN_002625-T1	687	667	97	100	667	98.351	1362	0.00e+00
GPALLIND_000155-T1	GPALN_002626-T1	625	914	98	66	614	98.208	1228	0.00e+00
GPALLIND_000156-T1	GPALN_002627-T1	1505	1493	100	100	1509	97.416	3016	0.00e+00
GPALLIND_000157-T1	GPALN_002628-T1	346	346	100	100	346	99.422	699	0.00e+00
GPALLIND_000158-T1	GPALN_002629-T1	1691	1950	96	85	1658	95.899	3206	0.00e+00
GPALLIND_000159-T1	GPALN_002630-T1	424	457	100	100	459	84.749	752	0.00e+00
GPALLIND_000160-T1	GPALN_002631-T2	456	522	97	84	442	97.964	897	0.00e+00
GPALLIND_000161-T1	GPALN_002632-T1	895	895	100	100	895	99.888	1867	0.00e+00
GPALLIND_000163-T1	GPALN_002633-T1	505	505	100	100	505	99.604	1025	0.00e+00
GPALLIND_000164-T1	GPALN_002634-T1	299	298	100	100	299	98.997	608	0.00e+00
GPALLIND_000165-T1	GPALN_002635-T2	222	222	100	100	222	98.649	451	3.99e-164
GPALLIND_000165-T2	GPALN_002635-T1	243	243	100	100	243	99.177	495	0.00e+00
GPALLIND_000166-T1	GPALN_002636-T1	214	214	100	100	214	99.533	440	2.19e-160
GPALLIND_000167-T1	GPALN_002637-T1	493	493	100	100	493	99.797	1008	0.00e+00
GPALLIND_000168-T1	GPALN_002638-T1	339	323	96	100	327	97.554	661	0.00e+00
GPALLIND_000169-T1	GPALN_002639-T1	828	827	100	100	859	81.828	1387	0.00e+00
GPALLIND_000170-T2	GPALN_002640-T1	336	325	100	100	337	80.415	447	2.03e-159
GPALLIND_000174-T1	GPALN_002642-T1	317	363	100	100	363	86.226	619	0.00e+00
GPALLIND_000176-T1	GPALN_002643-T1	561	555	99	100	560	93.750	1054	0.00e+00
GPALLIND_000177-T1	GPALN_002644-T1	219	221	96	95	210	99.048	424	8.49e-154
GPALLIND_000183-T1	GPALN_002647-T1	589	571	88	94	536	96.269	1049	0.00e+00
GPALLIND_000184-T1	GPALN_002649-T1	675	381	55	99	379	97.098	771	0.00e+00
GPALLIND_000185-T1	GPALN_002650-T1	362	373	100	97	362	100.000	756	0.00e+00
GPALLIND_000187-T1	GPALN_002651-T1	675	653	93	96	627	99.043	1261	0.00e+00
GPALLIND_000188-T1	GPALN_002652-T1	401	382	79	82	317	86.120	472	3.94e-167
GPALLIND_000189-T1	GPALN_002653-T1	263	427	98	61	259	99.228	518	0.00e+00
GPALLIND_000192-T1	GPALN_002654-T1	481	645	99	72	476	91.807	898	0.00e+00
GPALLIND_000193-T1	GPALN_002655-T1	251	304	94	77	235	100.000	474	1.89e-171
GPALLIND_000194-T1	GPALN_002656-T1	403	403	100	100	403	98.263	825	0.00e+00
GPALLIND_000195-T1	GPALN_002657-T1	1405	1653	74	66	1098	77.687	1571	0.00e+00
GPALLIND_000196-T1	GPALN_000419-T1	180	175	100	100	180	97.222	359	1.93e-129
GPALLIND_000197-T1	GPALN_000420-T1	774	541	73	100	569	92.443	1059	0.00e+00
GPALLIND_000198-T1	GPALN_000422-T1	1097	1160	55	100	642	79.675	893	0.00e+00
GPALLIND_000199-T1	GPALN_000423-T1	370	372	99	99	369	96.477	739	0.00e+00
GPALLIND_000200-T1	GPALN_000424-T1	335	322	95	99	319	100.000	663	0.00e+00
GPALLIND_000201-T1	GPALN_000425-T1	464	452	100	100	464	96.983	936	0.00e+00
GPALLIND_000202-T1	GPALN_000427-T1	189	217	88	85	176	89.189	271	1.14e-93
GPALLIND_000206-T1	GPALN_000430-T1	756	965	98	75	769	85.566	1298	0.00e+00
GPALLIND_000207-T1	GPALN_000431-T1	306	302	99	100	302	99.338	622	0.00e+00
GPALLIND_000209-T1	GPALN_000432-T1	409	694	96	57	394	99.746	818	0.00e+00
GPALLIND_000210-T1	GPALN_000433-T1	239	209	100	100	239	87.448	406	2.32e-146
GPALLIND_000211-T1	GPALN_000434-T1	134	134	100	100	134	100.000	279	4.19e-99
GPALLIND_000212-T1	GPALN_000435-T1	136	136	100	100	136	99.265	278	1.51e-98
GPALLIND_000213-T1	GPALN_000436-T1	607	596	100	100	613	94.127	1181	0.00e+00
GPALLIND_000214-T1	GPALN_000437-T1	187	212	100	100	212	86.321	356	1.29e-127
GPALLIND_000215-T1	GPALN_000438-T1	290	377	100	95	357	80.392	565	0.00e+00
GPALLIND_000216-T1	GPALN_000440-T1	506	532	72	69	365	99.452	741	0.00e+00
GPALLIND_000219-T1	GPALN_000441-T1	704	969	99	67	707	88.119	1273	0.00e+00
GPALLIND_000221-T1	GPALN_000442-T1	377	638	93	55	351	96.581	694	0.00e+00
GPALLIND_000222-T1	GPALN_000443-T1	169	169	100	100	169	100.000	348	1.52e-125
GPALLIND_000223-T1	GPALN_000444-T1	936	1512	98	62	944	91.525	1725	0.00e+00
GPALLIND_000225-T1	GPALN_000445-T1	199	149	58	89	132	78.788	193	8.02e-64
GPALLIND_000226-T1	GPALN_000446-T1	368	380	100	100	381	90.026	653	0.00e+00
GPALLIND_000232-T1	GPALN_000451-T1	255	234	60	69	154	98.765	318	7.14e-111
GPALLIND_000233-T1	GPALN_000452-T1	130	229	100	57	130	95.385	253	1.25e-87
GPALLIND_000235-T1	GPALN_000453-T1	347	380	100	100	380	77.368	568	0.00e+00
GPALLIND_000236-T1	GPALN_000454-T1	228	248	99	92	227	98.678	462	2.00e-168
GPALLIND_000237-T1	GPALN_000455-T1	226	279	100	82	228	85.965	307	3.44e-107
GPALLIND_000238-T1	GPALN_000456-T1	316	316	100	100	316	100.000	651	0.00e+00
GPALLIND_000239-T1	GPALN_000457-T1	478	463	100	100	478	93.096	877	0.00e+00
GPALLIND_000240-T1	GPALN_000458-T1	845	882	100	97	853	98.359	1699	0.00e+00
GPALLIND_000241-T1	GPALN_000459-T1	196	199	100	100	199	98.492	401	2.62e-145
GPALLIND_000242-T1	GPALN_000460-T1	248	249	86	86	214	98.131	431	1.80e-155
GPALLIND_000243-T1	GPALN_000461-T1	98	169	100	58	98	100.000	199	1.58e-67
GPALLIND_000244-T1	GPALN_000462-T1	248	248	100	100	248	100.000	509	0.00e+00
GPALLIND_000245-T1	GPALN_000464-T1	727	646	83	92	605	95.372	1198	0.00e+00
GPALLIND_000246-T1	GPALN_000465-T1	156	156	100	100	156	100.000	325	1.03e-116
GPALLIND_000247-T1	GPALN_000466-T1	1750	1840	100	94	1774	89.797	3017	0.00e+00
GPALLIND_000249-T1	GPALN_000467-T1	625	589	90	95	562	99.466	1139	0.00e+00
GPALLIND_000251-T1	GPALN_000469-T1	567	655	100	86	567	95.944	1004	0.00e+00
GPALLIND_000252-T1	GPALN_000470-T1	419	424	100	100	424	97.877	855	0.00e+00
GPALLIND_000253-T1	GPALN_000471-T1	500	500	100	100	500	99.200	1036	0.00e+00
GPALLIND_000254-T1	GPALN_000472-T1	146	176	92	77	135	99.259	283	4.22e-100
GPALLIND_000255-T1	GPALN_000473-T1	206	206	100	100	206	100.000	426	4.86e-155
GPALLIND_000256-T1	GPALN_000474-T1	431	419	82	84	352	99.148	723	0.00e+00
GPALLIND_000257-T1	GPALN_000475-T1	395	416	100	100	416	94.471	797	0.00e+00
GPALLIND_000258-T1	GPALN_000476-T1	282	295	98	94	277	99.278	574	0.00e+00
GPALLIND_000259-T1	GPALN_000478-T1	152	117	77	100	117	100.000	216	3.71e-74
GPALLIND_000260-T1	GPALN_000479-T1	159	143	100	100	159	89.308	278	3.06e-98
GPALLIND_000261-T1	GPALN_000480-T1	728	1115	94	57	706	77.195	980	0.00e+00
GPALLIND_000263-T1	GPALN_000481-T1	743	733	100	100	753	94.954	1451	0.00e+00
GPALLIND_000264-T1	GPALN_000483-T1	714	792	99	95	751	91.079	1351	0.00e+00
GPALLIND_000266-T1	GPALN_000484-T1	768	777	99	100	777	98.069	1588	0.00e+00
GPALLIND_000267-T1	GPALN_000485-T1	499	560	97	87	497	87.525	875	0.00e+00
GPALLIND_000268-T1	GPALN_000486-T1	293	296	100	99	294	97.279	598	0.00e+00
GPALLIND_000269-T1	GPALN_000487-T1	243	289	82	70	199	93.564	339	1.03e-123
GPALLIND_000270-T1	GPALN_000488-T1	558	598	100	100	600	90.000	1094	0.00e+00
GPALLIND_000271-T1	GPALN_000489-T1	457	419	100	100	464	86.422	654	0.00e+00
GPALLIND_000272-T1	GPALN_000490-T1	349	506	100	74	374	92.513	698	0.00e+00
GPALLIND_000273-T1	GPALN_000491-T1	368	408	87	79	321	97.508	651	0.00e+00
GPALLIND_000274-T1	GPALN_000492-T1	426	426	100	100	426	99.296	886	0.00e+00
GPALLIND_000275-T1	GPALN_000493-T1	1421	1431	100	100	1432	95.601	2771	0.00e+00
GPALLIND_000276-T1	GPALN_000494-T1	529	549	100	100	549	94.718	1070	0.00e+00
GPALLIND_000277-T1	GPALN_000495-T1	563	575	100	100	575	95.652	1111	0.00e+00
GPALLIND_000281-T1	GPALN_000498-T1	283	283	100	100	283	99.293	581	0.00e+00
GPALLIND_000282-T1	GPALN_000499-T1	1355	1474	99	92	1355	98.745	2758	0.00e+00
GPALLIND_000283-T1	GPALN_000500-T1	247	246	100	100	248	96.774	478	3.54e-174
GPALLIND_000284-T1	GPALN_000501-T1	235	251	100	100	251	91.235	457	2.96e-166
GPALLIND_000285-T1	GPALN_000502-T1	286	340	99	84	285	98.246	583	0.00e+00
GPALLIND_000286-T1	GPALN_000503-T1	921	895	100	100	922	96.529	1824	0.00e+00
GPALLIND_000287-T1	GPALN_000504-T1	1180	1164	100	100	1181	97.883	2396	0.00e+00
GPALLIND_000288-T1	GPALN_000505-T1	996	1014	95	95	1008	83.929	1617	0.00e+00
GPALLIND_000289-T1	GPALN_000506-T1	327	206	62	100	207	95.652	391	4.67e-139
GPALLIND_000290-T1	GPALN_000507-T1	370	626	96	58	370	93.514	710	0.00e+00
GPALLIND_000292-T1	GPALN_000509-T1	1183	610	54	100	645	89.147	1147	0.00e+00
GPALLIND_000293-T1	GPALN_000510-T1	616	723	88	75	541	98.521	1117	0.00e+00
GPALLIND_000294-T1	GPALN_000511-T1	526	508	100	100	526	96.578	1039	0.00e+00
GPALLIND_000295-T1	GPALN_000512-T1	221	292	71	54	158	98.734	308	5.17e-107
GPALLIND_000296-T1	GPALN_000514-T1	287	399	99	71	284	99.296	594	0.00e+00
GPALLIND_000297-T1	GPALN_000516-T1	357	341	87	93	316	97.785	623	0.00e+00
GPALLIND_000298-T1	GPALN_000517-T1	122	156	89	71	111	89.189	108	8.71e-38
GPALLIND_000299-T1	GPALN_000518-T1	426	425	100	100	426	97.418	860	0.00e+00
GPALLIND_000300-T1	GPALN_016249-T1	143	114	75	94	107	99.065	216	3.86e-74
GPALLIND_000301-T1	GPALN_000519-T1	959	992	100	100	1019	85.672	1666	0.00e+00
GPALLIND_000302-T1	GPALN_000520-T1	111	111	100	100	111	100.000	225	1.31e-78
GPALLIND_000303-T1	GPALN_000521-T1	609	613	100	100	613	98.858	1249	0.00e+00
GPALLIND_000304-T1	GPALN_000522-T1	945	946	100	100	951	97.056	1873	0.00e+00
GPALLIND_000305-T1	GPALN_000523-T1	608	637	100	100	644	91.770	1168	0.00e+00
GPALLIND_000306-T1	GPALN_000524-T1	365	365	100	100	365	99.726	731	0.00e+00
GPALLIND_000308-T1	GPALN_000526-T1	273	266	100	100	289	86.505	485	4.03e-176
GPALLIND_000309-T1	GPALN_000527-T1	108	108	100	100	108	100.000	223	1.25e-77
GPALLIND_000310-T1	GPALN_000528-T1	105	105	100	100	105	100.000	213	6.86e-74
GPALLIND_000311-T1	GPALN_000529-T1	605	416	67	99	430	79.767	619	0.00e+00
GPALLIND_000312-T1	GPALN_000530-T1	272	272	100	100	272	99.632	395	1.01e-140
GPALLIND_000314-T1	GPALN_000531-T1	216	365	99	59	215	99.070	442	1.03e-158
GPALLIND_000315-T1	GPALN_000532-T1	254	254	100	100	254	99.606	516	0.00e+00
GPALLIND_000316-T1	GPALN_000533-T1	186	209	100	100	209	88.517	377	8.89e-136
GPALLIND_000317-T1	GPALN_000534-T1	520	533	100	100	533	97.373	1072	0.00e+00
GPALLIND_000318-T1	GPALN_000535-T1	72	72	100	100	72	100.000	150	3.26e-50
GPALLIND_000319-T1	GPALN_000536-T1	219	326	80	53	176	94.318	269	5.15e-91
GPALLIND_000320-T1	GPALN_000537-T1	144	159	100	100	159	90.566	280	5.00e-99
GPALLIND_000321-T1	GPALN_000538-T1	218	208	100	100	218	75.688	326	3.88e-115
GPALLIND_000322-T1	GPALN_000539-T1	377	394	100	100	394	93.147	726	0.00e+00
GPALLIND_000323-T1	GPALN_000540-T1	356	275	77	100	295	85.763	465	9.99e-167
GPALLIND_000324-T1	GPALN_000541-T1	280	418	100	66	280	97.857	556	0.00e+00
GPALLIND_000326-T1	GPALN_000542-T1	196	223	100	88	196	98.980	399	3.90e-144
GPALLIND_000328-T1	GPALN_000543-T1	1193	1687	88	65	1075	91.063	1957	0.00e+00
GPALLIND_000329-T1	GPALN_000544-T1	96	96	100	100	96	100.000	204	1.59e-70
GPALLIND_000330-T1	GPALN_000545-T1	208	208	100	100	208	100.000	437	1.54e-159
GPALLIND_000331-T1	GPALN_000546-T1	302	313	100	100	313	95.527	602	0.00e+00
GPALLIND_000332-T1	GPALN_000547-T1	453	445	92	100	445	91.011	796	0.00e+00
GPALLIND_000334-T1	GPALN_000548-T1	310	310	100	100	310	99.677	621	0.00e+00
GPALLIND_000335-T1	GPALN_000549-T1	416	416	100	100	416	100.000	803	0.00e+00
GPALLIND_000336-T1	GPALN_000550-T1	352	423	100	83	352	99.148	733	0.00e+00
GPALLIND_000342-T1	GPALN_000553-T2	296	296	100	100	296	99.662	603	0.00e+00
GPALLIND_000342-T2	GPALN_000553-T1	411	411	100	100	411	99.757	839	0.00e+00
GPALLIND_000344-T1	GPALN_000554-T1	1272	1402	96	86	1243	92.759	2325	0.00e+00
GPALLIND_000345-T1	GPALN_000555-T1	699	748	100	95	715	95.524	1407	0.00e+00
GPALLIND_000346-T1	GPALN_000556-T1	390	390	100	100	390	99.744	793	0.00e+00
GPALLIND_000347-T1	GPALN_000557-T1	276	276	100	100	276	100.000	574	0.00e+00
GPALLIND_000348-T1	GPALN_000558-T1	76	76	100	100	76	100.000	152	9.52e-51
GPALLIND_000351-T1	GPALN_000560-T1	342	220	64	100	220	97.727	424	9.33e-152
GPALLIND_000352-T1	GPALN_000561-T2	867	890	100	100	932	84.549	1404	0.00e+00
GPALLIND_000355-T1	GPALN_000562-T1	632	866	100	74	648	96.451	1273	0.00e+00
GPALLIND_000357-T1	GPALN_000563-T1	439	439	100	100	439	99.772	914	0.00e+00
GPALLIND_000358-T1	GPALN_000564-T1	434	414	95	93	411	93.674	768	0.00e+00
GPALLIND_000359-T1	GPALN_000565-T1	808	798	100	100	808	98.639	1646	0.00e+00
GPALLIND_000360-T1	GPALN_000566-T1	170	168	100	100	183	84.153	273	8.32e-96
GPALLIND_000361-T1	GPALN_000567-T1	366	461	98	78	358	100.000	736	0.00e+00
GPALLIND_000362-T1	GPALN_000568-T1	1195	1235	100	100	1243	92.277	2317	0.00e+00
GPALLIND_000363-T1	GPALN_000570-T1	298	279	88	94	263	91.635	484	3.66e-175
GPALLIND_000364-T1	GPALN_000571-T1	215	216	100	99	215	100.000	429	8.35e-156
GPALLIND_000365-T1	GPALN_000572-T1	305	305	100	100	305	99.672	615	0.00e+00
GPALLIND_000366-T1	GPALN_000573-T1	273	273	100	100	273	99.634	559	0.00e+00
GPALLIND_000367-T1	GPALN_000574-T1	225	232	100	100	232	96.983	441	4.79e-160
GPALLIND_000368-T1	GPALN_000575-T1	414	394	100	100	414	95.169	784	0.00e+00
GPALLIND_000369-T1	GPALN_000576-T1	289	289	100	100	289	100.000	603	0.00e+00
GPALLIND_000370-T1	GPALN_000577-T1	428	863	100	51	446	74.664	604	0.00e+00
GPALLIND_000372-T1	GPALN_000578-T1	142	142	100	100	142	100.000	297	6.52e-106
GPALLIND_000373-T1	GPALN_000579-T1	539	541	100	100	542	99.262	1108	0.00e+00
GPALLIND_000376-T1	GPALN_000582-T1	647	685	100	94	677	84.047	777	0.00e+00
GPALLIND_000378-T1	GPALN_000585-T1	1107	696	58	99	702	86.467	1207	0.00e+00
GPALLIND_000379-T1	GPALN_000586-T1	1546	1528	96	98	1503	98.337	3058	0.00e+00
GPALLIND_000381-T1	GPALN_000587-T1	714	844	99	87	732	95.355	1400	0.00e+00
GPALLIND_000382-T1	GPALN_000588-T1	570	570	100	100	570	98.947	1169	0.00e+00
GPALLIND_000383-T1	GPALN_000589-T1	406	407	100	99	406	100.000	829	0.00e+00
GPALLIND_000384-T1	GPALN_000590-T1	754	962	98	77	740	99.730	1547	0.00e+00
GPALLIND_000385-T1	GPALN_000591-T1	1069	1099	100	100	1103	92.566	1985	0.00e+00
GPALLIND_000386-T1	GPALN_000592-T1	453	452	100	100	470	84.681	778	0.00e+00
GPALLIND_000387-T1	GPALN_000593-T1	374	328	89	100	349	85.100	581	0.00e+00
GPALLIND_000388-T1	GPALN_000594-T1	168	168	100	100	168	100.000	348	3.01e-125
GPALLIND_000390-T1	GPALN_000595-T1	368	493	91	68	334	98.503	666	0.00e+00
GPALLIND_000391-T1	GPALN_000596-T1	389	393	100	100	394	91.878	709	0.00e+00
GPALLIND_000392-T1	GPALN_000597-T1	358	451	82	74	335	73.887	447	3.68e-157
GPALLIND_000394-T1	GPALN_000598-T1	541	824	100	66	541	99.815	1119	0.00e+00
GPALLIND_000395-T1	GPALN_000599-T1	334	334	100	100	334	99.701	671	0.00e+00
GPALLIND_000395-T2	GPALN_000599-T2	322	322	100	100	322	99.689	649	0.00e+00
GPALLIND_000396-T1	GPALN_000600-T1	137	157	100	87	137	100.000	281	8.79e-100
GPALLIND_000399-T1	GPALN_000602-T1	263	263	89	87	240	73.333	318	1.38e-110
GPALLIND_000400-T1	GPALN_000603-T1	944	943	100	100	974	90.657	1749	0.00e+00
GPALLIND_000400-T2	GPALN_000603-T2	909	908	100	100	939	90.309	1681	0.00e+00
GPALLIND_000403-T1	GPALN_000605-T1	82	82	100	100	82	100.000	160	1.38e-53
GPALLIND_000404-T1	GPALN_000608-T1	1000	1059	99	100	1061	91.517	1948	0.00e+00
GPALLIND_000406-T1	GPALN_000609-T1	681	984	99	69	677	99.852	1396	0.00e+00
GPALLIND_000407-T1	GPALN_000610-T2	738	732	95	99	722	97.091	1446	0.00e+00
GPALLIND_000408-T1	GPALN_000611-T1	206	206	100	100	206	100.000	426	4.50e-155
GPALLIND_000409-T1	GPALN_000612-T1	572	583	98	99	590	84.746	935	0.00e+00
